gene,U_statistic_MWU,p_value_MWU,FDR,hbMonocytes,htMonocytes,fold_change
AC091917.3,712347.5,6.55401E-08,1.25171E-07,0.032018989,0.019899676,0.906228854
AC092068.2,711228,1.10112E-07,2.05072E-07,0.031528736,0.015593425,0.876233741
AC092117.2,719284,2.74126E-10,6.90916E-10,0.034829746,0.015108179,0.850655601
AC092118.1,711806,5.43477E-08,1.04595E-07,0.030085093,0.014358137,0.876466878
AC092119.2,709969.5,4.63348E-07,8.04644E-07,0.026379248,0.01495477,0.907571775
AC092123.2,702984,3.23953E-05,4.66262E-05,0.030772743,0.01714087,0.893498729
AC092139.3,707120.5,0.000289642,0.000383565,0.037646313,0.045346375,1.057092117
AC092301.1,714462,6.70325E-06,1.03007E-05,0.044449054,0.042220485,0.984269693
AC092338.2,708475.5,2.03021E-05,2.98286E-05,0.032197356,0.02703908,0.960143706
AC092620.2,728142.5,1.55584E-13,5.8443E-13,0.048754046,0.017968883,0.78911178
AC092634.8,712982.5,2.29646E-06,3.69985E-06,0.041464327,0.030948141,0.924174257
AC092718.4,710630.5,2.19907E-05,3.21738E-05,0.047749129,0.046929326,0.994345165
AC092723.1,719167,6.97835E-10,1.67274E-09,0.049308618,0.01301759,0.752335716
AC092756.1,694112,0.012418069,0.014386121,0.021911924,0.031916638,1.083976936
AC092821.1,695425,0.004905409,0.005871307,0.019002104,0.021216085,1.019048832
AC092958.1,693434.5,0.034457664,0.038641441,0.0301181,0.030946836,1.006507919
AC093028.1,760420,9.22577E-23,9.21065E-22,0.083181085,0.026098081,0.683585218
AC093323.3,731660.5,4.4942E-12,1.41035E-11,0.057690315,0.032615219,0.838136265
AC093426.1,733225,4.19163E-12,1.32093E-11,0.053649048,0.034045242,0.870064684
AC093503.3,752829.5,4.58294E-18,2.9073E-17,0.070936926,0.040449013,0.818698567
AC093673.1,706969,1.96002E-05,2.88409E-05,0.03710534,0.039557234,1.018252784
AC093904.4,728167,3.46094E-15,1.58923E-14,0.034948399,0.010518023,0.815163544
AC096564.2,694353,0.030861893,0.034757083,0.027647207,0.034426243,1.054287995
AC096667.1,753722.5,1.72137E-20,1.39543E-19,0.087652451,0.023015266,0.650377329
AC097375.3,707278.5,1.04447E-06,1.74808E-06,0.034121508,0.015057755,0.854858561
AC097376.2,791365,1.76335E-25,2.21705E-24,0.154588029,0.075000303,0.683940602
AC098864.1,709478,1.57724E-06,2.58731E-06,0.034116184,0.018709597,0.882697556
AC099063.4,791605.5,6.87067E-29,1.09213E-27,0.126300018,0.045697979,0.639404087
AC099343.3,726541.5,4.99861E-12,1.5606E-11,0.056571216,0.022420778,0.777949401
AC099487.1,665976.5,0.089835738,0.097903974,0.039411282,0.121457965,1.600477138
AC099489.1,741615.5,7.33666E-14,2.85839E-13,0.069521152,0.040008513,0.82300808
AC099518.2,694382,0.003675595,0.004435843,0.021746217,0.022210743,1.003904535
AC099850.1,671470.5,0.243016605,0.256549708,0.042945581,0.091273382,1.34477964
AC100810.1,723050,1.19565E-08,2.47882E-08,0.052402259,0.033420845,0.873141613
AC100861.2,701635.5,0.000523752,0.000677568,0.03145106,0.020496814,0.914869274
AC102953.2,702555.5,0.000509764,0.000660478,0.031756164,0.022417081,0.927593173
AC103957.2,714158,9.43881E-09,1.98215E-08,0.030833661,0.012857446,0.859624635
AC104135.1,718548,4.03192E-09,8.83052E-09,0.038099305,0.021766538,0.879306061
AC104532.2,703577,0.000121333,0.000166049,0.032522902,0.022856151,0.92549563
AC104581.4,677499,0.611322184,0.625771968,0.024779041,0.061426549,1.300380614
AC104667.2,704621,3.01385E-05,4.35453E-05,0.023809477,0.025003262,1.009863222
AC104695.2,640758,2.64288E-12,8.50751E-12,0.012151015,0.087258918,1.68669739
AC104695.3,634927,5.03507E-14,2.00415E-13,0.007251157,0.082601278,1.721221582
AC104794.2,720797,7.13616E-12,2.18594E-11,0.053056034,0.020282961,0.781920751
AC105101.1,757129.5,8.70627E-19,5.91177E-18,0.091256434,0.0388579,0.721995624
AC105219.1,712022,1.69117E-08,3.44527E-08,0.050640673,0.014777462,0.757460107
AC105285.1,714078.5,7.43894E-09,1.58264E-08,0.037501919,0.018371768,0.858007463
AC105415.1,741858,2.39278E-16,1.26645E-15,0.071648303,0.027227646,0.736957948
AC106820.2,701279,0.000491981,0.0006385,0.032194983,0.027044036,0.960199609
AC106870.1,711402.5,3.79032E-08,7.41474E-08,0.036931162,0.011710879,0.812007357
AC107375.1,754595.5,2.06126E-16,1.09754E-15,0.094609867,0.043469667,0.733414863
AC107398.3,740859,8.62659E-16,4.23464E-15,0.052915309,0.027558963,0.831115138
AC107463.1,786251,1.43849E-14,6.12617E-14,0.31066023,0.279111845,0.922653682
AC107993.1,712449,2.11983E-07,3.82582E-07,0.043791612,0.016783232,0.808473137
AC108125.1,715277,3.03083E-08,5.99643E-08,0.037257819,0.024140119,0.902457837
AC108134.2,734978,9.71183E-15,4.22654E-14,0.05842092,0.02603469,0.791923054
AC108134.3,693238,0.003932731,0.004733267,0.021505163,0.020662559,0.992903177
AC108215.1,732033.5,2.01395E-11,5.82139E-11,0.060678398,0.036208524,0.845032173
AC108704.2,717714,1.128E-08,2.34355E-08,0.050328519,0.024237887,0.823177958
AC109466.1,705337,2.26062E-05,3.30495E-05,0.031729622,0.023003602,0.932332386
AC110615.1,733757,1.96499E-12,6.41007E-12,0.059010796,0.028262554,0.803192769
AC112187.3,706143,2.97071E-06,4.72984E-06,0.031210556,0.01170493,0.848128526
AC112496.1,616930.5,9.49943E-23,9.4493E-22,0.004627084,0.110273589,2.037258993
AC112504.1,751871.5,5.04143E-12,1.57246E-11,0.114518469,0.078740256,0.83103001
AC112693.3,712889,1.27114E-07,2.35251E-07,0.0430692,0.017697136,0.819150406
AC114490.1,712111,2.29801E-09,5.1761E-09,0.033130119,0.008502726,0.811073922
AC114928.1,724071.5,2.40345E-09,5.40359E-09,0.04749689,0.031374514,0.888597169
AC114939.1,730414.5,1.2141E-13,4.61395E-13,0.04692033,0.021625141,0.824515501
AC114980.1,723809.5,2.99876E-09,6.66513E-09,0.052433324,0.041460754,0.9266823
AC118344.2,730413,6.42167E-15,2.8546E-14,0.060469018,0.016159353,0.719014096
AC118553.2,698386.5,0.0008745,0.001109233,0.025391534,0.0218615,0.971210669
AC118758.3,742488.5,9.91698E-15,4.31004E-14,0.072150061,0.03820773,0.799601995
AC120114.4,726555,2.735E-11,7.7969E-11,0.051499147,0.029371839,0.851218663
AC122688.4,719900,6.12934E-10,1.48126E-09,0.047878891,0.019828194,0.806684804
AC124944.1,739443,1.5044E-11,4.422E-11,0.080692341,0.04995409,0.827232513
AC125807.2,719405,2.38257E-08,4.77101E-08,0.04242256,0.028082962,0.897315459
AC126323.2,770932,1.40774E-20,1.15366E-19,0.121538354,0.059774357,0.717666929
AC126474.2,711855,3.98382E-07,6.96417E-07,0.039314535,0.020514648,0.862311302
AC127024.7,725880,2.12205E-09,4.80085E-09,0.051662677,0.040265151,0.923448587
AC127070.3,707951.5,0.001524895,0.001893295,0.058716564,0.077505859,1.120489692
AC127502.2,722344,1.66765E-11,4.8783E-11,0.042211274,0.019306597,0.835733179
AC127521.1,739577.5,1.58193E-12,5.20228E-12,0.067319093,0.042889819,0.851533149
AC130324.1,700351,0.001512412,0.001878035,0.027506145,0.025754554,0.985957017
AC130469.2,758243,4.90636E-21,4.19733E-20,0.089047948,0.034092336,0.704971921
AC130895.1,703239,1.04998E-05,1.58277E-05,0.031902558,0.014206266,0.862954458
AC131009.4,715483,5.93627E-11,1.62298E-10,0.031580439,0.011648807,0.845257273
AC131212.2,680974,0.987958545,0.988567269,0.020789746,0.026244447,1.046220687
AC131212.3,730331.5,1.24184E-10,3.25982E-10,0.064660897,0.029270341,0.78138517
AC131254.2,687639,0.247183141,0.260863482,0.027722202,0.034491416,1.054176804
AC131649.1,722505,1.76275E-12,5.76966E-12,0.0376743,0.009458415,0.790836698
AC131649.2,720509.5,1.46924E-10,3.82481E-10,0.034630388,0.023158524,0.912996317
AC132192.1,694807,0.033513799,0.037595955,0.031977339,0.035948197,1.030733749
AC132872.4,697281,0.001413717,0.001759517,0.020771075,0.018248742,0.978623506
AC132938.2,742410.5,5.65747E-13,1.96249E-12,0.073751624,0.050983098,0.866832156
AC133065.6,690142,0.058155394,0.064233299,0.01738907,0.023411559,1.052546026
AC133485.6,692703,0.061211751,0.06749432,0.032078615,0.035786168,1.028673336
AC133919.1,778614.5,7.36967E-21,6.19053E-20,0.134668015,0.096518325,0.835485486
AC134043.2,714141,1.14127E-09,2.66808E-09,0.035631476,0.018693668,0.872510032
AC134407.2,774405.5,7.59393E-15,3.3482E-14,0.180880883,0.164440437,0.940884123
AC134669.2,763478.5,5.34796E-22,5.01545E-21,0.097436607,0.035496021,0.68180302
AC135012.1,773668.5,5.84028E-18,3.65027E-17,0.146530663,0.08883358,0.763299064
AC135050.1,716328,8.65847E-09,1.82892E-08,0.039382931,0.019022158,0.850954166
AC135050.3,671489,0.040913137,0.045665247,0.007842928,0.032789301,1.237431963
AC135050.6,711762,6.58733E-07,1.12549E-06,0.044922571,0.048778838,1.02712871
AC135050.7,692349,0.092872711,0.101100626,0.035024928,0.044970379,1.075202202
AC137932.3,718955.5,4.0017E-06,6.29217E-06,0.067802832,0.058574529,0.944080165
AC138028.1,724708,1.83522E-13,6.80456E-13,0.041582148,0.011342663,0.782146756
AC138150.1,706750,2.44152E-10,6.18729E-10,0.033886004,0.00922663,0.811919204
AC138207.7,771453.5,1.64914E-17,9.82825E-17,0.134407406,0.092560776,0.819339981
AC138230.1,759671.5,4.6713E-19,3.26288E-18,0.093770767,0.054789626,0.795905232
AC138470.1,722513,1.43727E-09,3.32181E-09,0.046703121,0.026298288,0.858228542
AC138627.1,693545,0.061739073,0.068052662,0.034781659,0.037383338,1.019708771
AC138781.1,711463,4.06376E-06,6.38769E-06,0.039578035,0.029438113,0.925879154
AC138904.3,747726.5,4.24222E-16,2.16874E-15,0.07128343,0.042250273,0.827704538
AC139768.1,724192.5,8.99165E-09,1.89437E-08,0.068195014,0.037617814,0.815153645
AC139887.2,714627,9.3425E-09,1.96362E-08,0.041548183,0.015048055,0.80903935
AC141586.5,704074,0.004637029,0.005560326,0.053224763,0.058984304,1.038282275
AC144450.1,750095,9.01049E-17,4.96877E-16,0.073771916,0.036428882,0.781615149
AC239800.3,700447,7.12231E-06,1.09085E-05,0.034591749,0.005156758,0.776696848
AC239803.1,728159,2.05509E-09,4.66018E-09,0.061988844,0.04987995,0.9239455
AC240565.2,716763,6.54076E-09,1.40073E-08,0.033867574,0.023251081,0.919015008
AC245052.4,700369.5,0.002816806,0.003424876,0.035320112,0.043420418,1.061113793
AC245060.5,709608,3.08805E-09,6.85577E-09,0.030471285,0.014581389,0.875564476
AC245060.6,804964,6.08437E-27,8.45735E-26,0.180745485,0.110440631,0.747077565
AC245128.3,539151.5,4.45431E-29,7.20977E-28,0.129137,0.681274235,3.439183151
AC245297.3,775207,1.06828E-19,7.94386E-19,0.140152757,0.064611425,0.68176681
AC245452.1,747908,9.48344E-14,3.64236E-13,0.1032013,0.065316567,0.810978789
ACAA1,737331,1.67801E-07,3.06879E-07,0.178763704,0.145267505,0.878631786
ACAA2,728580,1.92656E-07,3.4958E-07,0.101305343,0.064747279,0.815856109
ACACA,702521,3.48856E-05,5.00848E-05,0.028602268,0.014620903,0.888884047
ACACB,707180,2.57203E-07,4.59766E-07,0.029896631,0.014890968,0.881957787
ACAD10,724311,1.40699E-10,3.6706E-10,0.054574853,0.031305801,0.846711816
ACAD8,711313.5,2.24239E-07,4.0373E-07,0.032925417,0.015413782,0.86545031
ACAD9,686112,0.334969011,0.349532881,0.023010296,0.030926469,1.065839269
ACADM,705475.5,0.000130385,0.000177987,0.058893254,0.042805995,0.896954345
ACADSB,699704,4.45706E-05,6.34194E-05,0.026638013,0.013059283,0.890372591
ACADVL,714886.5,0.003290234,0.003984594,0.157609056,0.184374022,1.105029193
ACAP1,746610,4.0334E-14,1.62469E-13,0.086440863,0.065870694,0.888001932
ACAP2,824139.5,5.71482E-28,8.56696E-27,0.356083429,0.219086384,0.697783721
ACAP3,732833,4.85541E-15,2.1883E-14,0.056409542,0.019695173,0.761027173
ACAT1,725828,1.63932E-08,3.34525E-08,0.06094597,0.044976297,0.899035072
ACAT2,682140.5,0.797196841,0.807556505,0.016633125,0.026839812,1.089644268
ACBD3,730712.5,8.35283E-10,1.98512E-09,0.088960649,0.053001611,0.806864125
ACBD5,700951,0.000839677,0.00106659,0.032199072,0.054470355,1.172080535
ACBD6,693017,0.020383227,0.023248761,0.023832863,0.020854118,0.975393937
ACBD7,730735,3.28714E-16,1.70735E-15,0.040591479,0.012629139,0.797103838
ACE,710366,2.32011E-05,3.38988E-05,0.035394906,0.034314951,0.991856734
ACER1,718558,1.08168E-08,2.25548E-08,0.039599452,0.024725554,0.891291736
ACER3,832719.5,2.23051E-29,3.67129E-28,0.351715093,0.225340493,0.718504242
ACIN1,753188.5,8.86843E-14,3.42098E-13,0.123861781,0.075544294,0.781454193
ACKR3,642661,4.51324E-14,1.80604E-13,0.004061987,0.082816713,1.777544008
ACLY,724122,9.05565E-07,1.52609E-06,0.103677257,0.068408912,0.824449821
ACO1,709434,9.60912E-06,1.453E-05,0.039766835,0.022317388,0.872623746
ACO2,697972,0.06893197,0.075647383,0.133661061,0.129785502,0.983214375
ACOT11,749471,7.0124E-14,2.74193E-13,0.08158019,0.059257241,0.87515459
ACOT9,738182.5,9.96787E-06,1.50538E-05,0.225301181,0.276463939,1.158631566
ACOX1,749393,1.9942E-14,8.33611E-14,0.109942751,0.063680088,0.776689336
ACOXL,717151,2.20669E-10,5.61409E-10,0.040216301,0.009505808,0.776554809
ACP1,712338.5,0.000110858,0.000152098,0.072934414,0.082403204,1.055646737
ACP2,713668,1.8046E-07,3.28305E-07,0.057260008,0.026041564,0.797918649
ACP5,623995.5,5.24803E-09,1.13612E-08,0.051609206,0.261556932,2.410619178
ACP7,735947.5,8.65903E-12,2.62193E-11,0.064961215,0.036409357,0.823955814
ACPP,718518,5.37938E-09,1.16352E-08,0.039427444,0.025451714,0.897727569
ACRBP,692181,0.009574203,0.011191343,0.03274576,0.014892963,0.862639402
ACSF2,695511,0.002227447,0.002724611,0.023303619,0.025967151,1.022098837
ACSF3,719943.5,1.10472E-08,2.29958E-08,0.038994192,0.031829664,0.947404229
ACSL1,484513.5,1.07465E-40,3.32425E-39,0.354321632,1.460691975,3.450182133
ACSL3,521422.5,4.91689E-45,1.84981E-43,0.067923816,0.50105364,3.62267124
ACSL4,678857,0.849355269,0.856652287,0.131290748,0.189756977,1.2558526
ACSL5,639108,4.84501E-06,7.55357E-06,0.054316762,0.16041384,1.70011992
ACSL6,744589.5,1.54986E-10,4.02179E-10,0.096644091,0.086761702,0.94902533
ACSS1,786349,3.06897E-26,4.07412E-25,0.152206495,0.056893995,0.617880337
ACSS2,723796.5,1.12463E-08,2.33855E-08,0.055997526,0.03730562,0.878007737
ACTA2,775454.5,5.13352E-27,7.16633E-26,0.104619972,0.041566595,0.6876141
ACTB,618687,0.00013234,0.000180529,12.94775268,14.95190222,1.153633809
ACTG1,667395,0.405265124,0.420274943,2.942958831,3.132206561,1.062248788
ACTN1,690952.5,0.450139761,0.465622276,0.326520242,0.379976084,1.126151034
ACTN4,724809.5,0.002087303,0.002561224,0.373058232,0.413200308,1.085357319
ACTR10,722904.5,7.07625E-08,1.34696E-07,0.058692214,0.045399009,0.914741643
ACTR1A,731524.5,1.08842E-06,1.81758E-06,0.122543777,0.120683853,0.991536888
ACTR1B,711070.5,3.12176E-06,4.96142E-06,0.042965205,0.031984951,0.921675766
ACTR2,737925.5,0.000352407,0.000463159,1.309017952,1.266288696,0.969614589
ACTR3,747667,1.08197E-05,1.62873E-05,0.717511403,0.748926878,1.038559089
ACTR6,696774.5,0.002376187,0.002899995,0.030226851,0.018827691,0.910560715
ACVR1,697981,0.002182665,0.00267218,0.033450898,0.028927346,0.965383302
ACVR1B,727637,1.6642E-10,4.30247E-10,0.058246643,0.045163161,0.915846256
ACY1,691867,0.042389598,0.047248255,0.029444333,0.026046371,0.973174443
ACYP2,706728.5,1.72785E-07,3.15554E-07,0.035558502,0.013166728,0.831365699
AD000864.1,727728,6.18794E-12,1.90989E-11,0.04163565,0.033902433,0.944309325
ADA,679773,0.821305212,0.830338035,0.02141562,0.030799966,1.079099245
ADA2,831563.5,3.03391E-22,2.90969E-21,0.971191176,0.7082387,0.753885614
ADAM10,798820,6.23989E-18,3.89005E-17,0.330436827,0.275219917,0.870886371
ADAM15,746491.5,3.17104E-15,1.46162E-14,0.083581691,0.032807332,0.71917803
ADAM17,764142.5,1.18319E-14,5.09455E-14,0.158416738,0.103460244,0.785024955
ADAM19,656156.5,0.008942219,0.010481533,0.102760102,0.226406004,1.618277014
ADAM28,673276,0.115264334,0.124709713,0.012328253,0.038885132,1.242411719
ADAM8,713259.5,0.008584818,0.010073515,0.223669762,0.284956953,1.190988722
ADAM9,670252,0.193062647,0.205416295,0.044258623,0.10461345,1.426586661
ADAMTS2,718728,9.52652E-08,1.78719E-07,0.040905159,0.029799425,0.919599231
ADAMTS4,737764,3.36828E-13,1.20708E-12,0.060599388,0.04462401,0.898777208
ADAMTSL3,733862,1.30823E-13,4.96202E-13,0.049794295,0.027039637,0.845226233
ADAMTSL4,688661,0.390915775,0.405999074,0.062800624,0.113999956,1.319945522
ADAP1,739698,2.12901E-13,7.82522E-13,0.085944807,0.03469753,0.720219127
ADAP2,782405,4.19004E-19,2.94319E-18,0.189228679,0.133383008,0.805044354
ADAR,810937,4.50946E-24,5.01028E-23,0.283294264,0.176133372,0.718382133
ADAT1,738996,1.01467E-12,3.40458E-12,0.066324708,0.034612565,0.80610033
ADCK2,694798.5,0.014039088,0.016204321,0.023310455,0.02735473,1.033552702
ADCY1,732998,2.00423E-13,7.39184E-13,0.057841076,0.026447671,0.797547599
ADCY2,733996.5,3.47251E-14,1.413E-13,0.054123462,0.026461539,0.817229666
ADCY7,812981.5,9.33399E-27,1.28643E-25,0.329926408,0.180584436,0.650376579
ADCY9,721135,4.40405E-11,1.22795E-10,0.034195369,0.016067014,0.862057768
ADD1,829596,1.39141E-35,3.35592E-34,0.262197348,0.111847697,0.581690322
ADD3,844804.5,3.77281E-41,1.17828E-39,0.317149466,0.117127765,0.517291862
ADGRA3,709982.5,2.10088E-06,3.40163E-06,0.034246683,0.017740027,0.874446618
ADGRD2,722948,6.95771E-12,2.13396E-11,0.039978695,0.012987414,0.803275174
ADGRE1,743086,5.47825E-15,2.44863E-14,0.101962946,0.044505763,0.711542193
ADGRE2,697421,0.259436951,0.27323321,0.452638845,0.641705199,1.343842419
ADGRE5,764283,1.87051E-08,3.79082E-08,0.600924643,0.602469544,1.002212852
ADGRF1,718982,4.45641E-10,1.09489E-09,0.036515249,0.012003574,0.816721139
ADGRG3,670498,0.00550137,0.006560439,0.01370721,0.027631016,1.125516878
ADGRV1,744478.5,3.42061E-16,1.77195E-15,0.067348702,0.02887463,0.766219137
ADH1B,713037,5.71311E-09,1.23188E-08,0.027067816,0.01217329,0.880165383
ADH5,722784.5,1.12687E-08,2.3422E-08,0.070103704,0.037642136,0.806000658
ADI1,757706.5,7.89285E-14,3.06528E-13,0.167373243,0.100231097,0.746248259
ADIPOR1,700691,0.089509607,0.097570378,0.174129193,0.245019839,1.261248104
ADIPOR2,701102.5,0.022642785,0.0257356,0.081514922,0.102079161,1.115051483
ADK,715902,7.84602E-08,1.48306E-07,0.051793861,0.027258912,0.835356241
ADM,655589,0.000355672,0.000467323,0.038971432,0.166341002,1.935193431
ADM2,729728,6.37567E-13,2.19754E-12,0.055385552,0.02048324,0.771297474
ADNP,719197,2.22826E-07,4.01482E-07,0.051711363,0.045835798,0.960549702
ADNP2,673084,0.231812302,0.245146415,0.034182081,0.053364829,1.145980081
ADO,707346,1.05613E-07,1.97069E-07,0.03372704,0.012204662,0.835646275
ADORA2A,670386,0.024446843,0.027721405,0.009869862,0.03098058,1.197122524
ADORA2B,662351,5.60682E-05,7.90521E-05,0.007655476,0.046725621,1.372522328
ADPGK,764483,7.81231E-12,2.37885E-11,0.234393917,0.167953266,0.799647302
ADPRH,697058.5,0.013837277,0.015984638,0.053588638,0.061336476,1.051373746
ADPRHL1,730289,1.04548E-10,2.77126E-10,0.055977869,0.037435952,0.87897111
ADPRHL2,717899,7.41481E-12,2.26773E-11,0.038415255,0.013917867,0.819393786
ADRM1,710580.5,9.18499E-05,0.000127002,0.057517241,0.056487761,0.993347113
ADSL,765612,1.28727E-20,1.0576E-19,0.142243404,0.060252917,0.657613922
ADSS,759085.5,3.86043E-16,1.98606E-15,0.162859737,0.071461255,0.648581276
AEBP2,701360,0.000413661,0.000540527,0.032316422,0.024596407,0.940404837
AEN,669906,0.012969129,0.015006673,0.015625327,0.035276195,1.174132855
AES,782678.5,3.17717E-20,2.49664E-19,0.177608781,0.10246441,0.726582015
AF121898.1,753161,1.0688E-19,7.94386E-19,0.082556974,0.030746718,0.71181543
AF127577.3,703053.5,3.73706E-05,5.34948E-05,0.026750264,0.017497426,0.925365168
AFDN-DT,708423,7.89771E-07,1.33719E-06,0.033040035,0.011338051,0.833400714
AFF1,704393,0.002068203,0.002539706,0.057146085,0.059378897,1.01446397
AFF4,650187.5,0.006043346,0.007178637,0.109077508,0.265301881,1.75726044
AFG3L2,699898.5,0.006208303,0.007368296,0.051253563,0.059843626,1.057854074
AFMID,697729.5,0.090444426,0.098534267,0.093873077,0.118943583,1.131192149
AFTPH,821848,1.70002E-30,2.98469E-29,0.257153616,0.143978878,0.680638497
AGA,706803,3.76547E-06,5.9303E-06,0.042391743,0.013660509,0.794212856
AGAP3,675792,0.566686972,0.581731758,0.071267157,0.125748263,1.323345951
AGBL5,717704.5,1.44881E-08,2.98208E-08,0.064205944,0.031046005,0.794586869
AGFG1,690057.5,0.436740152,0.452241875,0.184323076,0.256060548,1.254796948
AGGF1,718593,5.01647E-09,1.08768E-08,0.062536066,0.037501695,0.843300718
AGL,694501,0.003882344,0.00467609,0.029026025,0.017924564,0.912068026
AGMAT,758810,6.37291E-21,5.39042E-20,0.078085271,0.037874287,0.770629001
AGMO,753208,4.07262E-17,2.32068E-16,0.072293186,0.048671511,0.860653655
AGO1,743104.5,9.08388E-13,3.07125E-12,0.103528647,0.062864446,0.797441809
AGO2,654569,0.014518376,0.016745627,0.127135664,0.203506594,1.340394291
AGO3,797766,1.8923E-21,1.69628E-20,0.229840722,0.154675921,0.770184084
AGO4,810708.5,1.4976E-34,3.39363E-33,0.202472409,0.080753798,0.593861017
AGPAT1,697826,0.001730493,0.002137668,0.026490129,0.032428375,1.047999534
AGPAT2,717900,5.04228E-08,9.74455E-08,0.051594543,0.043072496,0.942735522
AGPAT3,756705.5,4.96113E-11,1.37061E-10,0.219317853,0.153816416,0.793072145
AGPAT4,678160.5,0.675973677,0.689344584,0.035405787,0.070892587,1.267561754
